name,count_left,count_right,count_total,volume (mm^3)_left,volume (mm^3)_right,volume_total (mm^3),density (cells/mm^3)_left,density (cells/mm^3)_right,density_total (cells/mm^3)
"corpus callosum, posterior forceps",2623.0,1360.0,3983.0,0.681484375,0.68109375,1.3625781250000002,3848.951048951049,1996.78825418674,2922.8696515688944
"corpus callosum, body",11945.0,7483.0,19428.0,1.517390625,1.52390625,3.041296875,7872.066561634385,4910.407054239721,6391.2368079370535
"corpus callosum, splenium",1552.0,1370.0,2922.0,0.372140625,0.374625,0.746765625,4170.466473527313,3656.9903236569903,3913.7283985921513
corticospinal tract,14119.0,8483.0,22602.0,1.846421875,1.84884375,3.695265625,7646.681503922282,4588.273076077954,6117.477290000118
internal capsule,3142.0,1257.0,4399.0,1.04996875,1.0495,2.0994687499999998,2992.470013988512,1197.713196760362,2095.091605374437
cerebal peduncle,6490.0,1622.0,8112.0,0.440984375,0.441328125,0.8823125,14717.074726287072,3675.269959284829,9196.17234278595
pyramid,4103.0,4574.0,8677.0,0.280203125,0.2803125,0.5605156250000001,14642.948753694309,16317.502787068004,15480.225770381156
pyramidal decussation,107.0,93.0,200.0,0.033265625,0.035671875,0.0689375,3216.5335838421797,2607.095926412615,2911.8147551273973
thalamus related,12800.0,6063.0,18863.0,1.18290625,1.186953125,2.369859375,10820.806805273029,5108.036595800698,7964.421700536863
external medullary lamina of the thalamus,75.0,33.0,108.0,0.055,0.055609375,0.11060937500000001,1363.6363636363635,593.4251194155661,978.5307415259648
optic radiation,10978.0,5253.0,16231.0,0.922203125,0.92809375,1.8502968750000002,11904.101929821589,5659.988551803091,8782.04524081234
auditory radiation,1747.0,777.0,2524.0,0.205703125,0.20325,0.408953125,8492.82187618686,3822.878228782288,6157.850052484573
extrapyramidal fiber systems,3185.0,2838.0,6023.0,0.612609375,0.61603125,1.2286406250000002,5199.07159435815,4606.909146248669,4902.990370303409
cerebral nuclei related,351.0,204.0,555.0,0.0560625,0.0563125,0.112375,6260.869565217391,3622.641509433962,4941.755537325676
nigrostriatal tract,351.0,204.0,555.0,0.0560625,0.0563125,0.112375,6260.869565217391,3622.641509433962,4941.755537325676
tectospinal pathway,553.0,684.0,1237.0,0.25309375,0.256890625,0.5099843749999999,2184.9611063094208,2662.61176327474,2423.7864347920804
doral tegmental decussation,11.0,11.0,22.0,0.003390625,0.0035625,0.006953125,3244.2396313364056,3087.719298245614,3165.97946479101
crossed tectospinal pathway,542.0,673.0,1215.0,0.249703125,0.2533125,0.503015625,2170.5775608535137,2656.7974339995067,2413.68749742651
rubrospinal tract,2281.0,1950.0,4231.0,0.303453125,0.302828125,0.60628125,7516.811698676691,6439.296217945411,6978.053958311051
ventral tegmental decussation,100.0,100.0,200.0,0.01821875,0.01896875,0.0371875,5488.85077186964,5271.82866556837,5380.339718719005
medial forebrain bundle system,26749.0,18484.0,45233.0,3.52459375,3.52559375,7.0501875,7589.243441176731,5242.804846701353,6416.024143939042
cerebrum related,23333.0,16348.0,39681.0,3.113984375,3.11459375,6.228578125,7492.972728869265,5248.838632646713,6370.905680757989
amygdalar capsule,1037.0,792.0,1829.0,0.0835,0.080890625,0.164390625,12419.161676646703,9790.99864786556,11105.08016225613
"anterior commissure, temporal limb",831.0,1043.0,1874.0,0.106015625,0.10659375,0.212609375,7838.467207074429,9784.813837584286,8811.640522329359
cingulum bundle,6812.0,4686.0,11498.0,0.631234375,0.633171875,1.26440625,10791.554246392236,7400.834094218098,9096.194170305167
fornix system,13730.0,9527.0,23257.0,2.12225,2.1231875,4.2454374999999995,6469.548827894922,4487.12136822584,5478.335098060381
alveus,4519.0,2734.0,7253.0,0.6995625,0.696984375,1.3965468749999999,6459.751630483338,3922.613042795974,5191.182336639656
dorsal fornix,183.0,77.0,260.0,0.018421875,0.019,0.037421875,9933.84223918575,4052.631578947368,6993.236909066559
fimbria,6642.0,4543.0,11185.0,0.75725,0.757359375,1.514609375,8771.211620997028,5998.473313940294,7384.842467468661
postcommissural fornix,1424.0,1548.0,2972.0,0.1384375,0.13875,0.27718750000000003,10286.230248306998,11156.756756756757,10721.493502531877
medial corticohypothalamic tract,83.0,114.0,197.0,0.00415625,0.004,0.00815625,19969.924812030076,28500.0,24234.962406015038
columns of the fornix,1341.0,1434.0,2775.0,0.13428125,0.13475,0.26903125,9986.502210844776,10641.929499072356,10314.215854958566
hippocampal commissures,962.0,625.0,1587.0,0.508578125,0.51109375,1.019671875,1891.5481274386311,1222.8676245796391,1557.2078760091351
dorsal hippocampal commissure,896.0,568.0,1464.0,0.475953125,0.4776875,0.953640625,1882.538327697712,1189.0618866937066,1535.8001071957092
ventral hippocampal commissure,66.0,57.0,123.0,0.032625,0.03340625,0.06603125,2022.9885057471265,1706.267539756782,1864.6280227519542
stria terminalis,923.0,300.0,1223.0,0.170984375,0.17075,0.34173437500000003,5398.154071095678,1756.9546120058565,3577.5543415507673
commissural branch of stria terminalis,241.0,121.0,362.0,0.017703125,0.017765625,0.03546875,13613.41571050309,6810.905892700088,10212.160801601589
hypothalamus related,3416.0,2136.0,5552.0,0.410609375,0.411,0.821609375,8319.342440732144,5197.080291970803,6758.211366351474
medial forebrain bundle,345.0,290.0,635.0,0.02484375,0.0249375,0.04978125,13886.792452830188,11629.07268170426,12757.932567267224
supraoptic commissures,341.0,39.0,380.0,0.013171875,0.012953125,0.026125,25888.493475682088,3010.856453558504,14449.674964620295
mammillary related,1221.0,732.0,1953.0,0.13096875,0.130125,0.26109375,9322.834645669293,5625.360230547551,7474.097438108422
principal mammillary tract,111.0,74.0,185.0,0.016484375,0.01675,0.033234375,6733.649289099527,4417.910447761194,5575.77986843036
mammillothalamic tract,635.0,503.0,1138.0,0.0650625,0.0643125,0.129375,9759.846301633046,7821.185617103985,8790.515959368517
mammillotegmental tract,160.0,133.0,293.0,0.03340625,0.032859375,0.066265625,4789.522918615528,4047.55111745126,4418.537018033394
mammillary peduncle,315.0,22.0,337.0,0.016015625,0.016203125,0.03221875,19668.292682926836,1357.7627772420444,10513.027730084441
epithalamus related,1509.0,1075.0,2584.0,0.241625,0.242984375,0.484609375,6245.214692188308,4424.152787602084,5334.683739895196
stria medullaris,882.0,465.0,1347.0,0.134828125,0.135375,0.270203125,6541.661837988179,3434.9030470914126,4988.282442539796
fasciculus retroflexus,461.0,297.0,758.0,0.083234375,0.08365625,0.16689062500000001,5538.577060259057,3550.2428091146808,4544.409934686869
habenular commissure,166.0,313.0,479.0,0.0235625,0.023953125,0.047515625,7045.092838196287,13067.188519243316,10056.140678719801
ventricular systems,41065.0,46661.0,87726.0,2.95615625,3.015375,5.97153125,13891.349619966808,15474.360568751812,14682.85509435931
lateral ventricle,21415.0,22305.0,43720.0,1.846671875,1.853171875,3.69984375,11596.537690270505,12036.12050285406,11816.329096562284
subependymal zone,395.0,258.0,653.0,0.067703125,0.068828125,0.13653125,5834.294945765058,3748.467650397276,4791.381298081167
choroid plexus,11074.0,13001.0,24075.0,0.716796875,0.727828125,1.444625,15449.286103542234,17862.73373263777,16656.009918090003
third ventricle,8323.0,12414.0,20737.0,0.433359375,0.4666875,0.9000468749999999,19205.768884081484,26600.241060666936,22903.004972374212
cerebral aqueduct,4139.0,5201.0,9340.0,0.19671875,0.209484375,0.406203125,21040.19062748213,24827.6273588424,22933.908993162266
fourth ventricle,7188.0,6735.0,13923.0,0.479390625,0.4855625,0.9649531250000001,14994.03539649946,13870.511005277383,14432.273200888421
lateral recess,3835.0,2353.0,6188.0,0.2315625,0.231765625,0.463328125,16561.40350877193,10152.497808939526,13356.950658855729
"central canal, spinal cord/medulla",0.0,6.0,6.0,1.5625e-05,0.00046875,0.000484375,0.0,12800.0,6400.0
