name,acronym,depth,left_count,volume (mm^3),density (cells/mm^3),right_count
Mediodorsal nucleus of thalamus,MD,7.0,,0.68928125,3877.9525774130666,2673.0
Submedial nucleus of the thalamus,SMT,7.0,,0.153921875,4287.889554359963,660.0
Perireunensis nucleus,PR,7.0,,0.075734375,17667.010521972352,1338.0
Midline group of the dorsal thalamus,MTN,6.0,,0.60178125,26017.75977566599,15657.0
Paraventricular nucleus of the thalamus,PVT,7.0,,0.227078125,38066.19417876557,8644.0
Parataenial nucleus,PT,7.0,,0.114765625,17766.643975493535,2039.0
Nucleus of reuniens,RE,7.0,,0.21415625,19224.28133664089,4117.0
Xiphoid thalamic nucleus,Xi,7.0,,0.04578125,18719.45392491468,857.0
Intralaminar nuclei of the dorsal thalamus,ILM,6.0,,0.805875,4415.076779897627,3558.0
Rhomboid nucleus,RH,7.0,,0.046546875,14544.478012755955,677.0
Central medial nucleus of the thalamus,CM,7.0,,0.127234375,15286.749355274467,1945.0
Paracentral nucleus,PCN,7.0,,0.119375,561.2565445026178,67.0
Central lateral nucleus of the thalamus,CL,7.0,,0.179890625,383.5664031963867,69.0
Parafascicular nucleus,PF,7.0,,0.245109375,1684.9620705042391,413.0
Posterior intralaminar thalamic nucleus,PIL,7.0,,0.08771875,4411.827573922337,387.0
Reticular nucleus of the thalamus,RT,6.0,,0.72375,1626.2521588946458,1177.0
"Geniculate group, ventral thalamus",GENv,6.0,,0.26209375,12735.900798855371,3338.0
Intergeniculate leaflet of the lateral geniculate complex,IGL,7.0,,0.034546875,11260.063319764811,389.0
Intermediate geniculate nucleus,IntG,7.0,,0.011453125,10040.927694406548,115.0
Ventral part of the lateral geniculate complex,LGv,7.0,,0.202453125,13805.664891564404,2795.0
Subgeniculate nucleus,SubG,7.0,,0.013640625,2859.106529209622,39.0
Epithalamus,EPI,6.0,,0.332796875,6415.324663129724,2135.0
Medial habenula,MH,7.0,,0.159953125,6308.098075608088,1009.0
Lateral habenula,LH,7.0,,0.17284375,6514.554330139215,1126.0
Hypothalamus,HY,4.0,,7.62128125,12965.274047588782,98812.0
Periventricular zone,PVZ,5.0,,0.3959375,30530.07103393844,12088.0
Supraoptic nucleus,SO,6.0,,0.02359375,27507.28476821192,649.0
Accessory supraoptic group,ASO,6.0,,0.003015625,15585.492227979274,47.0
Paraventricular hypothalamic nucleus,PVH,6.0,,0.095890625,43132.47515072511,4136.0
"Periventricular hypothalamic nucleus, anterior part",PVa,6.0,,0.02525,64237.62376237624,1622.0
"Periventricular hypothalamic nucleus, intermediate part",PVi,6.0,,0.103765625,22059.328414395422,2289.0
Arcuate hypothalamic nucleus,ARH,6.0,,0.144421875,23161.311262577085,3345.0
Periventricular region,PVR,5.0,,1.0321875,25763.729942476537,26593.0
Anterodorsal preoptic nucleus,ADP,6.0,,0.049375,34450.6329113924,1701.0
Anteroventral preoptic nucleus,AVP,6.0,,0.046234375,10792.835417370734,499.0
Anteroventral periventricular nucleus,AVPV,6.0,,0.09271875,39366.36332996292,3650.0
Dorsomedial nucleus of the hypothalamus,DMH,6.0,,0.1899375,22344.19216847647,4244.0
Median preoptic nucleus,MEPO,6.0,,0.022328125,34261.72148355493,765.0
Medial preoptic area,MPO,6.0,,0.278109375,12750.379234788472,3546.0
Vascular organ of the lamina terminalis,OV,6.0,,0.004578125,31017.064846416382,142.0
Posterodorsal preoptic nucleus,PD,6.0,,0.00584375,14887.70053475936,87.0
Parastrial nucleus,PS,6.0,,0.04815625,16924.075275794938,815.0
"Periventricular hypothalamic nucleus, posterior part",PVp,6.0,,0.064015625,30836.22162557969,1974.0
"Periventricular hypothalamic nucleus, preoptic part",PVpo,6.0,,0.072546875,54351.06612104243,3943.0
Subparaventricular zone,SBPV,6.0,,0.0554375,37375.42277339346,2072.0
Suprachiasmatic nucleus,SCH,6.0,,0.033078125,51333.0184222957,1698.0
Subfornical organ,SFO,6.0,,0.011171875,1074.125874125874,12.0
Ventromedial preoptic nucleus,VMPO,6.0,,0.025046875,39366.188396756086,986.0
Ventrolateral preoptic nucleus,VLPO,6.0,,0.033609375,13656.903765690378,459.0
Hypothalamic medial zone,MEZ,5.0,,1.929375,11929.251700680272,23016.0
Anterior hypothalamic nucleus,AHN,6.0,,0.35571875,10772.5555653167,3832.0
Mammillary body,MBO,6.0,,0.510859375,7679.217005658357,3923.0
Lateral mammillary nucleus,LM,7.0,,0.038515625,3634.8884381338735,140.0
Medial mammillary nucleus,MM,7.0,,0.2724375,4742.372103693508,1292.0
"Medial mammillary nucleus, median part",MMme,8.0,,0.040109375,7230.229840280483,290.0
"Medial mammillary nucleus, lateral part",MMl,8.0,,0.10684375,3687.62796139222,394.0
"Medial mammillary nucleus, medial part",MMm,8.0,,0.06790625,3917.165209387943,266.0
"Medial mammillary nucleus, posterior part",MMp,8.0,,0.01909375,14978.72340425532,286.0
"Medial mammillary nucleus, dorsal part",MMd,8.0,,0.038484375,1455.1360129922855,56.0
Supramammillary nucleus,SUM,7.0,,0.128078125,10087.593021837258,1292.0
Tuberomammillary nucleus,TM,7.0,,0.071828125,16692.625625407873,1199.0
"Tuberomammillary nucleus, dorsal part",TMd,8.0,,0.01771875,40747.79541446208,722.0
"Tuberomammillary nucleus, ventral part",TMv,8.0,,0.054109375,8815.477909327174,477.0
Medial preoptic nucleus,MPN,6.0,,0.203484375,18453.505336711973,3755.0
Dorsal premammillary nucleus,PMd,6.0,,0.06590625,9847.321005215745,649.0
Ventral premammillary nucleus,PMv,6.0,,0.09784375,11743.213030980518,1149.0
"Paraventricular hypothalamic nucleus, descending division",PVHd,6.0,,0.065421875,13879.149749223789,908.0
Ventromedial hypothalamic nucleus,VMH,6.0,,0.275203125,8804.405836597967,2423.0
Posterior hypothalamic nucleus,PH,6.0,,0.3549375,17966.54340552914,6377.0
Hypothalamic lateral zone,LZ,5.0,,2.84278125,6034.934977849597,17156.0
Lateral hypothalamic area,LHA,6.0,,1.03534375,5849.265038785427,6056.0
Lateral preoptic area,LPO,6.0,,0.27771875,5235.512546416113,1454.0
Preparasubthalamic nucleus,PST,6.0,,0.006296875,8258.064516129032,52.0
Parasubthalamic nucleus,PSTN,6.0,,0.082875,13369.532428355957,1108.0
Perifornical nucleus,PeF,6.0,,0.107453125,9492.511269448887,1020.0
Retrochiasmatic area,RCH,6.0,,0.073703125,5372.906508373967,396.0
Subthalamic nucleus,STN,6.0,,0.097484375,625.7413046962654,61.0
Tuberal nucleus,TU,6.0,,0.26165625,9355.786456467216,2448.0
Zona incerta,ZI,6.0,,0.90025,5066.370452652041,4561.0
Fields of Forel,FF,7.0,,0.12028125,5487.139516757599,660.0
Median eminence,ME,5.0,,0.040625,34732.30769230769,1411.0
Midbrain,MB,3.0,,18.4108125,5246.4278803556335,96591.0
"Midbrain, sensory related",MBsen,4.0,,3.4318125,9511.591906609116,32642.0
"Superior colliculus, sensory related",SCs,5.0,,1.081125,10890.507573129842,11774.0
"Superior colliculus, optic layer",SCop,6.0,,0.322046875,9933.336567852117,3199.0
"Superior colliculus, superficial gray layer",SCsg,6.0,,0.576546875,12210.629014336431,7040.0
"Superior colliculus, zonal layer",SCzo,6.0,,0.18253125,8409.518917993493,1535.0
Inferior colliculus,IC,5.0,,2.223328125,9136.75303774606,20314.0
"Inferior colliculus, central nucleus",ICc,6.0,,0.562953125,8800.022204335395,4954.0
"Inferior colliculus, dorsal nucleus",ICd,6.0,,0.661171875,11853.196266099492,7837.0
"Inferior colliculus, external nucleus",ICe,6.0,,0.999203125,7528.999671613317,7523.0
Nucleus of the brachium of the inferior colliculus,NB,5.0,,0.04390625,6787.188612099644,298.0
Nucleus sagulum,SAG,5.0,,0.04921875,609.5238095238095,30.0
Parabigeminal nucleus,PBG,5.0,,0.02215625,361.0719322990127,8.0
Midbrain trigeminal nucleus,MEV,5.0,,0.00465625,5798.657718120806,27.0
Subcommissural organ,SCO,5.0,,0.007421875,25734.736842105263,191.0
"Midbrain, motor related",MBmot,4.0,,10.657703125,4000.955881382744,42641.0
"Substantia nigra, reticular part",SNr,5.0,,0.774140625,430.1544050862852,333.0
Ventral tegmental area,VTA,5.0,,0.21378125,1936.5589826048824,414.0
Paranigral nucleus,PN,5.0,,0.011125,2966.2921348314608,33.0
"Midbrain reticular nucleus, retrorubral area",RR,5.0,,0.069171875,3382.877795346736,234.0
Midbrain reticular nucleus,MRN,5.0,,2.569109375,2525.7780237558004,6489.0
"Superior colliculus, motor related",SCm,5.0,,2.833859375,3590.1569745323022,10174.0
"Superior colliculus, motor related, deep gray layer",SCdg,6.0,,0.598640625,2427.165713987419,1453.0
"Superior colliculus, motor related, deep white layer",SCdw,6.0,,0.167015625,2430.9102815979045,406.0
"Superior colliculus, motor related, intermediate white layer",SCiw,6.0,,1.047703125,3524.853474117489,3693.0
"Superior colliculus, motor related, intermediate gray layer",SCig,6.0,,1.0205,4529.152376286134,4622.0
Periaqueductal gray,PAG,5.0,,2.3488125,7688.566030707006,18059.0
Precommissural nucleus,PRC,6.0,,0.085609375,18397.517795218104,1575.0
Interstitial nucleus of Cajal,INC,6.0,,0.039921875,2079.0606653620357,83.0
Nucleus of Darkschewitsch,ND,6.0,,0.0458125,3186.9031377899046,146.0
Supraoculomotor periaqueductal gray,Su3,6.0,,0.021015625,6994.795539033457,147.0
Pretectal region,PRT,5.0,,1.03975,4409.71387352729,4585.0
Anterior pretectal nucleus,APN,6.0,,0.63775,2540.1803214425718,1620.0
Medial pretectal area,MPT,6.0,,0.022078125,4982.307147912244,110.0
Nucleus of the optic tract,NOT,6.0,,0.10275,11990.267639902677,1232.0
Nucleus of the posterior commissure,NPC,6.0,,0.144828125,7270.687237026648,1053.0
Olivary pretectal nucleus,OP,6.0,,0.029109375,2645.19592055824,77.0
Posterior pretectal nucleus,PPT,6.0,,0.07215625,6028.583802511909,435.0
Retroparafascicular nucleus,RPF,6.0,,0.031078125,1866.2644544997488,58.0
Cuneiform nucleus,CUN,5.0,,0.275609375,3806.1114575656215,1049.0
Red nucleus,RN,5.0,,0.394328125,1278.123390260332,504.0
Oculomotor nucleus,III,5.0,,0.016375,1465.648854961832,24.0
Medial accesory oculomotor nucleus,MA3,5.0,,0.007953125,2640.471512770137,21.0
Edinger-Westphal nucleus,EW,5.0,,0.01525,33245.901639344265,507.0
Trochlear nucleus,IV,5.0,,0.003640625,9613.733905579398,35.0
Paratrochlear nucleus,Pa4,5.0,,0.0080625,1240.3100775193798,10.0
Ventral tegmental nucleus,VTN,5.0,,0.01909375,1361.7021276595744,26.0
Anterior tegmental nucleus,AT,5.0,,0.0215,1162.7906976744189,25.0
Lateral terminal nucleus of the accessory optic tract,LT,5.0,,0.009015625,332.7556325823224,3.0
Dorsal terminal nucleus of the accessory optic tract,DT,5.0,,0.00565625,7071.823204419889,40.0
Medial terminal nucleus of the accessory optic tract,MT,5.0,,0.02146875,3540.0291120815136,76.0
"Midbrain, behavioral state related",MBsta,4.0,,0.921734375,5104.507467240765,4705.0
"Substantia nigra, compact part",SNc,5.0,,0.09890625,424.6445497630332,42.0
Pedunculopontine nucleus,PPN,5.0,,0.445140625,1963.4244796237144,874.0
Midbrain raphe nuclei,RAmb,5.0,,0.3776875,10032.103259970214,3789.0
Interfascicular nucleus raphe,IF,6.0,,0.04428125,7610.444601270289,337.0
Interpeduncular nucleus,IPN,6.0,,0.18109375,10613.287316652286,1922.0
"Interpeduncular nucleus, rostral",IPR,7.0,,0.041,10560.975609756097,433.0
"Interpeduncular nucleus, caudal",IPC,7.0,,0.035359375,9954.927087936368,352.0
"Interpeduncular nucleus, apical",IPA,7.0,,0.01353125,14780.600461893764,200.0
"Interpeduncular nucleus, lateral",IPL,7.0,,0.030984375,11263.741805345437,349.0
"Interpeduncular nucleus, intermediate",IPI,7.0,,0.016328125,9431.578947368422,154.0
"Interpeduncular nucleus, dorsomedial",IPDM,7.0,,0.009171875,11339.01192504259,104.0
"Interpeduncular nucleus, dorsolateral",IPDL,7.0,,0.019015625,4312.243221035333,82.0
"Interpeduncular nucleus, rostrolateral",IPRL,7.0,,0.009453125,14492.561983471074,137.0
Rostral linear nucleus raphe,RL,6.0,,0.029046875,7849.381387842926,228.0
Central linear nucleus raphe,CLI,6.0,,0.04228125,6480.413895048042,274.0
Dorsal nucleus raphe,DR,6.0,,0.080984375,12693.80667567046,1028.0
Hindbrain,HB,3.0,,23.88178125,5971.581370212911,142612.0
Pons,P,4.0,,8.36934375,8314.63040336944,69588.0
"Pons, sensory related",P-sen,5.0,,1.923828125,4073.648730964467,7837.0
Nucleus of the lateral lemniscus,NLL,6.0,,0.3621875,1582.053494391717,573.0
Principal sensory nucleus of the trigeminal,PSV,6.0,,0.55128125,1315.1181905787655,725.0
Parabrachial nucleus,PB,6.0,,0.560875,5289.948740806775,2967.0
Koelliker-Fuse subnucleus,KF,7.0,,0.087625,5763.195435092725,505.0
Superior olivary complex,SOC,6.0,,0.449484375,7946.883581882018,3572.0
"Superior olivary complex, periolivary region",POR,7.0,,0.18303125,15653.06470889534,2865.0
"Superior olivary complex, medial part",SOCm,7.0,,0.097515625,1507.4507290498318,147.0
"Superior olivary complex, lateral part",SOCl,7.0,,0.1689375,3314.835368109508,560.0
"Pons, motor related",P-mot,5.0,,2.897453125,11613.302631082252,33649.0
Barrington's nucleus,B,6.0,,0.007859375,8270.377733598409,65.0
Dorsal tegmental nucleus,DTN,6.0,,0.051859375,5977.704127749322,310.0
Posterodorsal tegmental nucleus,PDTg,6.0,,0.02396875,6049.543676662321,145.0
Pontine central gray,PCG,6.0,,0.27228125,5817.514059451395,1584.0
Pontine gray,PG,6.0,,0.4820625,38677.55737067289,18645.0
"Pontine reticular nucleus, caudal part",PRNc,6.0,,1.174015625,2359.4234531588963,2770.0
Supragenual nucleus,SG,6.0,,0.008765625,15515.151515151514,136.0
Supratrigeminal nucleus,SUT,6.0,,0.12978125,4422.826872140622,574.0
Tegmental reticular nucleus,TRN,6.0,,0.3451875,23798.66014847004,8215.0
Motor nucleus of trigeminal,V,6.0,,0.177078125,2456.542839495279,435.0
Peritrigeminal zone,P5,6.0,,0.16075,1586.3141524105754,255.0
Accessory trigeminal nucleus,Acs5,6.0,,0.007046875,4399.113082039911,31.0
Parvicellular motor 5 nucleus,PC5,6.0,,0.03484375,12886.09865470852,449.0
Intertrigeminal nucleus,I5,6.0,,0.021953125,1594.306049822064,35.0
"Pons, behavioral state related",P-sat,5.0,,1.73153125,4926.853038315076,8531.0
Superior central nucleus raphe,CS,6.0,,0.30234375,10008.475452196382,3026.0
Locus ceruleus,LC,6.0,,0.00721875,21194.805194805194,153.0
Laterodorsal tegmental nucleus,LDT,6.0,,0.10184375,7334.76526541884,747.0
Nucleus incertus,NI,6.0,,0.053953125,9193.165363452072,496.0
Pontine reticular nucleus,PRNr,6.0,,1.181421875,2979.460660485908,3520.0
Nucleus raphe pontis,RPO,6.0,,0.048015625,7081.028311096648,340.0
Subceruleus nucleus,SLC,6.0,,0.013296875,7971.797884841363,106.0
Sublaterodorsal nucleus,SLD,6.0,,0.0234375,6101.333333333333,143.0
Medulla,MY,4.0,,15.5124375,4707.448458696449,73024.0
"Medulla, sensory related",MY-sen,5.0,,3.969296875,4381.632452221151,17392.0
Area postrema,AP,6.0,,0.027203125,29408.38598506605,800.0
Cochlear nuclei,CN,6.0,,0.813140625,7317.307507542131,5950.0
Dorsal cochlear nucleus,DCO,7.0,,0.305296875,3963.355340600849,1210.0
Ventral cochlear nucleus,VCO,7.0,,0.50784375,9333.57947203249,4740.0
Dorsal column nuclei,DCN,6.0,,0.207484375,2930.3411401460958,608.0
Cuneate nucleus,CU,7.0,,0.16653125,3326.702946143742,554.0
Gracile nucleus,GR,7.0,,0.040953125,1318.5806943914536,54.0
External cuneate nucleus,ECU,6.0,,0.1025625,6425.350396099939,659.0
Nucleus of the trapezoid body,NTB,6.0,,0.077265625,1540.1415571284124,119.0
Nucleus of the solitary tract,NTS,6.0,,0.425578125,13330.102434188788,5673.0
"Spinal nucleus of the trigeminal, caudal part",SPVC,6.0,,0.84040625,638.9766853828133,537.0
"Spinal nucleus of the trigeminal, interpolar part",SPVI,6.0,,0.92325,2109.937720010831,1948.0
"Spinal nucleus of the trigeminal, oral part",SPVO,6.0,,0.500953125,1860.4535104956176,932.0
Paratrigeminal nucleus,Pa5,6.0,,0.051453125,3226.2374734284845,166.0
"Medulla, motor related",MY-mot,5.0,,8.74478125,4292.388674673823,37536.0
Abducens nucleus,VI,6.0,,0.015234375,4923.076923076923,75.0
Facial motor nucleus,VII,6.0,,0.458765625,6264.636763053029,2874.0
Accessory facial motor nucleus,ACVII,6.0,,0.00275,4363.636363636364,12.0
Nucleus ambiguus,AMB,6.0,,0.021578125,7971.035481535119,172.0
"Nucleus ambiguus, dorsal division",AMBd,7.0,,0.010609375,1885.125184094256,20.0
"Nucleus ambiguus, ventral division",AMBv,7.0,,0.01096875,13857.54985754986,152.0
Dorsal motor nucleus of the vagus nerve,DMX,6.0,,0.08703125,8318.850987432674,724.0
Gigantocellular reticular nucleus,GRN,6.0,,1.31015625,2208.896839594514,2894.0
Infracerebellar nucleus,ICB,6.0,,0.02690625,0.0,0.0
Inferior olivary complex,IO,6.0,,0.25446875,13836.66953211347,3521.0
Intermediate reticular nucleus,IRN,6.0,,1.38815625,2406.7895815042434,3341.0
Inferior salivatory nucleus,ISN,6.0,,0.00359375,4730.434782608695,17.0
Linear nucleus of the medulla,LIN,6.0,,0.030828125,5319.817536746072,164.0
Lateral reticular nucleus,LRN,6.0,,0.284796875,7717.781313436111,2198.0
"Lateral reticular nucleus, magnocellular part",LRNm,7.0,,0.256109375,7895.064364590325,2022.0
"Lateral reticular nucleus, parvicellular part",LRNp,7.0,,0.0286875,6135.076252723311,176.0
Magnocellular reticular nucleus,MARN,6.0,,0.267015625,4808.707355608872,1284.0
Medullary reticular nucleus,MDRN,6.0,,1.015984375,2446.8880242375776,2486.0
"Medullary reticular nucleus, dorsal part",MDRNd,7.0,,0.54640625,2274.864169287961,1243.0
"Medullary reticular nucleus, ventral part",MDRNv,7.0,,0.469578125,2647.0568662030414,1243.0
Parvicellular reticular nucleus,PARN,6.0,,1.121953125,4209.62328528654,4723.0
Parasolitary nucleus,PAS,6.0,,0.013953125,3726.763717805151,52.0
Paragigantocellular reticular nucleus,PGRN,6.0,,0.474515625,7352.761039217623,3489.0
"Paragigantocellular reticular nucleus, dorsal part",PGRNd,7.0,,0.1194375,3424.385138670853,409.0
"Paragigantocellular reticular nucleus, lateral part",PGRNl,7.0,,0.355078125,8674.147414741474,3080.0
Perihypoglossal nuclei,PHY,6.0,,0.135953125,17513.389265601654,2381.0
Nucleus of Roller,NR,7.0,,0.015234375,2100.512820512821,32.0
Nucleus prepositus,PRP,7.0,,0.12071875,19458.45198032617,2349.0
Parapyramidal nucleus,PPY,6.0,,0.047296875,8076.643541460191,382.0
Vestibular nuclei,VNC,6.0,,1.603921875,3631.099550905496,5824.0
Lateral vestibular nucleus,LAV,7.0,,0.14403125,236.0598828379258,34.0
Medial vestibular nucleus,MV,7.0,,0.908359375,4826.28365012471,4384.0
Spinal vestibular nucleus,SPIV,7.0,,0.374609375,3475.620437956204,1302.0
Superior vestibular nucleus,SUV,7.0,,0.176921875,587.8300803673937,104.0
Nucleus x,x,6.0,,0.028453125,7907.7429983525535,225.0
Hypoglossal nucleus,XII,6.0,,0.13971875,4931.335271751286,689.0
Nucleus y,y,6.0,,0.01175,765.9574468085107,9.0
"Medulla, behavioral state related",MY-sat,5.0,,0.124921875,8157.098186366479,1019.0
Nucleus raphe magnus,RM,6.0,,0.065796875,2218.9503680835905,146.0
Nucleus raphe pallidus,RPA,6.0,,0.037421875,22500.208768267225,842.0
Nucleus raphe obscurus,RO,6.0,,0.021703125,1428.3657307415406,31.0
Cerebellum,CB,2.0,,26.954421875,1713.744787931943,46193.0
Cerebellar cortex,CBX,3.0,,25.6495,1685.5299323573558,43233.0
Vermal regions,VERM,4.0,,10.172,1866.8895005898544,18990.0
Lingula (I),LING,5.0,,0.06121875,4116.385911179173,252.0
Central lobule,CENT,5.0,,2.047734375,1079.7298843996796,2211.0
Lobule II,CENT2,6.0,,0.6715,1176.470588235294,790.0
Lobule III,CENT3,6.0,,1.376234375,1032.5276172526935,1421.0
Culmen,CUL,5.0,,3.371953125,1139.1024304348832,3841.0
Lobules IV-V,"CUL4, 5",6.0,,3.371953125,1139.1024304348832,3841.0
Declive (VI),DEC,5.0,,1.671640625,1323.8491377295882,2213.0
Folium-tuber vermis (VII),FOTU,5.0,,0.529578125,462.63240197090846,245.0
Pyramus (VIII),PYR,5.0,,0.62671875,1630.715532286213,1022.0
Uvula (IX),UVU,5.0,,1.10084375,3843.4155619269313,4231.0
Nodulus (X),NOD,5.0,,0.7623125,6526.19496597524,4975.0
Hemispheric regions,HEM,4.0,,15.4775,1566.3382329187532,24243.0
Simple lobule,SIM,5.0,,2.84803125,1452.9334957262145,4138.0
Ansiform lobule,AN,5.0,,5.403171875,887.2566172069069,4794.0
Crus 1,ANcr1,6.0,,2.84675,847.2819882321945,2412.0
Crus 2,ANcr2,6.0,,2.556421875,931.7710911858004,2382.0
Paramedian lobule,PRM,5.0,,2.441046875,2856.1516255192764,6972.0
Copula pyramidis,COPY,5.0,,1.25290625,2569.22654827526,3219.0
Paraflocculus,PFL,5.0,,2.864359375,948.2050414850617,2716.0
Flocculus,FL,5.0,,0.667984375,3598.886575752614,2404.0
Cerebellar nuclei,CBN,3.0,,0.89165625,1138.3310552693372,1015.0
Fastigial nucleus,FN,4.0,,0.2503125,375.5305867665418,94.0
Interposed nucleus,IP,4.0,,0.430734375,1314.0348967968948,566.0
Dentate nucleus,DN,4.0,,0.16809375,53.541550474065815,9.0
Vestibulocerebellar nucleus,VeCB,4.0,,0.042515625,8138.184490995957,346.0
fiber tracts,fiber tracts,1.0,,23.49321875,4851.697896866516,113982.0
cranial nerves,cm,2.0,,6.183671875,7694.295713256939,47579.0
vomeronasal nerve,von,3.0,,0.006671875,36871.19437939111,246.0
olfactory nerve,In,3.0,,2.9885,9915.34214488874,29632.0
olfactory nerve layer of main olfactory bulb,onl,4.0,,2.076671875,10383.922592489484,21564.0
"lateral olfactory tract, general",lotg,4.0,,0.5313125,10703.681919774144,5687.0
"lateral olfactory tract, body",lot,5.0,,0.45278125,10234.52274139002,4634.0
dorsal limb,lotd,5.0,,0.07853125,13408.674890569042,1053.0
"anterior commissure, olfactory limb",aco,4.0,,0.380515625,6257.298895413296,2381.0
optic nerve,IIn,3.0,,0.653859375,5279.422658733003,3452.0
brachium of the superior colliculus,bsc,4.0,,0.09996875,1870.5845576742731,187.0
superior colliculus commissure,csc,4.0,,0.014125,3964.601769911504,56.0
optic chiasm,och,4.0,,0.154703125,11001.716998283002,1702.0
optic tract,opt,4.0,,0.34959375,4038.9738088853137,1412.0
oculomotor nerve,IIIn,3.0,,0.105359375,5305.650304018983,559.0
medial longitudinal fascicle,mlf,4.0,,0.07428125,5398.40134623475,401.0
posterior commissure,pc,4.0,,0.027015625,5700.404858299595,154.0
trochlear nerve,IVn,3.0,,0.00353125,9061.946902654869,32.0
trigeminal nerve,Vn,3.0,,1.193390625,5129.083362792464,6121.0
motor root of the trigeminal nerve,moV,4.0,,0.029765625,4804.199475065617,143.0
sensory root of the trigeminal nerve,sV,4.0,,1.163625,5137.393919862499,5978.0
spinal tract of the trigeminal nerve,sptV,5.0,,0.815421875,4228.48602142296,3448.0
facial nerve,VIIn,3.0,,0.05403125,3109.3117408906883,168.0
genu of the facial nerve,gVIIn,4.0,,0.014421875,6309.859154929577,91.0
vestibulocochlear nerve,VIIIn,3.0,,0.83034375,5194.234315607241,4313.0
vestibular nerve,vVIIIn,4.0,,0.125234375,886.3381160324391,111.0
cochlear nerve,cVIIIn,4.0,,0.705109375,5959.359141977086,4202.0
trapezoid body,tb,5.0,,0.15096875,16692.196232664042,2520.0
dorsal acoustic stria,das,5.0,,0.006046875,1157.6227390180875,7.0
lateral lemniscus,ll,5.0,,0.416953125,3261.757541690088,1360.0
inferior colliculus commissure,cic,5.0,,0.009046875,1768.5664939550952,16.0
brachium of the inferior colliculus,bic,5.0,,0.12209375,2448.937803941644,299.0
vagus nerve,Xn,3.0,,0.004671875,1070.234113712375,5.0
solitary tract,ts,4.0,,0.004671875,1070.234113712375,5.0
dorsal roots,drt,3.0,,0.3433125,8886.947023484434,3051.0
cervicothalamic tract,cett,4.0,,0.3433125,8886.947023484434,3051.0
dorsal column,dc,5.0,,0.011109375,990.154711673699,11.0
cuneate fascicle,cuf,6.0,,0.011109375,990.154711673699,11.0
medial lemniscus,ml,5.0,,0.332203125,9151.027703306523,3040.0
cerebellum related fiber tracts,cbf,2.0,,4.909875,1663.178797830902,8166.0
cerebellar commissure,cbc,3.0,,0.03396875,853.7258509659614,29.0
cerebellar peduncles,cbp,3.0,,1.41009375,3937.3268621323937,5552.0
superior cerebelar peduncles,scp,4.0,,0.430109375,2485.4143204853417,1069.0
superior cerebellar peduncle decussation,dscp,5.0,,0.024328125,1520.8734746307002,37.0
uncinate fascicle,uf,5.0,,0.04246875,1224.429727740986,52.0
ventral spinocerebellar tract,sctv,5.0,,0.142875,4136.482939632546,591.0
middle cerebellar peduncle,mcp,4.0,,0.54575,6396.701786532296,3491.0
inferior cerebellar peduncle,icp,4.0,,0.434234375,2284.4805872404736,992.0
dorsal spinocerebellar tract,sctd,5.0,,0.07353125,326.3918402039949,24.0
arbor vitae,arb,3.0,,3.4658125,745.8568517483274,2585.0
supra-callosal cerebral white matter,scwm,2.0,,0.538359375,5150.834421709476,2773.0
lateral forebrain bundle system,lfbs,2.0,,6.942875,4254.865599625516,29541.0
corpus callosum,cc,3.0,,3.907078125,3837.906363850864,14995.0
"corpus callosum, anterior forceps",fa,4.0,,0.864375,3578.3080260303686,3093.0
external capsule,ec,5.0,,0.436546875,4760.084469737642,2078.0
"corpus callosum, extreme capsule",ee,4.0,,0.04675,11850.267379679144,554.0
genu of corpus callosum,ccg,4.0,,0.416328125,2726.215049727904,1135.0
"corpus callosum, posterior forceps",fp,4.0,,0.68109375,1996.78825418674,1360.0
"corpus callosum, body",ccb,4.0,,1.52390625,4910.407054239721,7483.0
"corpus callosum, splenium",ccs,4.0,,0.374625,3656.9903236569903,1370.0
corticospinal tract,cst,3.0,,1.84884375,4588.273076077954,8483.0
internal capsule,int,4.0,,1.0495,1197.713196760362,1257.0
cerebal peduncle,cpd,4.0,,0.441328125,3675.269959284829,1622.0
pyramid,py,4.0,,0.2803125,16317.502787068004,4574.0
pyramidal decussation,pyd,4.0,,0.035671875,2607.095926412615,93.0
thalamus related,lfbst,3.0,,1.186953125,5108.036595800698,6063.0
external medullary lamina of the thalamus,em,4.0,,0.055609375,593.4251194155661,33.0
optic radiation,or,4.0,,0.92809375,5659.988551803091,5253.0
auditory radiation,ar,4.0,,0.20325,3822.878228782288,777.0
extrapyramidal fiber systems,eps,2.0,,0.61603125,4606.909146248669,2838.0
cerebral nuclei related,epsc,3.0,,0.0563125,3622.641509433962,204.0
nigrostriatal tract,nst,4.0,,0.0563125,3622.641509433962,204.0
tectospinal pathway,tsp,3.0,,0.256890625,2662.61176327474,684.0
direct tectospinal pathway,tspd,4.0,,1.5625e-05,0.0,0.0
doral tegmental decussation,dtd,4.0,,0.0035625,3087.719298245614,11.0
crossed tectospinal pathway,tspc,4.0,,0.2533125,2656.7974339995067,673.0
rubrospinal tract,rust,3.0,,0.302828125,6439.296217945411,1950.0
ventral tegmental decussation,vtd,4.0,,0.01896875,5271.82866556837,100.0
medial forebrain bundle system,mfbs,2.0,,3.52559375,5242.804846701353,18484.0
cerebrum related,mfbc,3.0,,3.11459375,5248.838632646713,16348.0
amygdalar capsule,amc,4.0,,0.080890625,9790.99864786556,792.0
