name,acronym,count_left,count_right,count_total,volume (mm^3)_left,volume (mm^3)_right,volume_total (mm^3),density (cells/mm^3)_left,density (cells/mm^3)_right,density_total (cells/mm^3),RGB,parent_region
Cuneate nucleus,CU,1216.0,554.0,1770.0,0.1669375,0.16653125,0.33346875,7284.1632347435425,3326.702946143742,5305.433090443642,FDA5D0,DCN
Gracile nucleus,GR,126.0,54.0,180.0,0.040796875,0.040953125,0.08175,3088.471849865952,1318.5806943914536,2203.5262721287027,FEA3D0,DCN
External cuneate nucleus,ECU,1514.0,659.0,2173.0,0.10259375,0.1025625,0.2051562499999999,14757.234236978376,6425.350396099939,10591.292316539158,FFA2D2,MY-sen
Nucleus of the trapezoid body,NTB,94.0,119.0,213.0,0.07734375,0.077265625,0.154609375,1215.353535353535,1540.1415571284124,1377.747546240974,FEA3D2,MY-sen
Nucleus of the solitary tract,NTS,5437.0,5673.0,11110.0,0.423703125,0.425578125,0.84928125,12832.097945937972,13330.102434188788,13081.10019006338,FDA5D1,MY-sen
"Spinal nucleus of the trigeminal, caudal part",SPVC,7984.0,537.0,8521.0,0.84128125,0.84040625,1.6816875,9490.286393521788,638.9766853828133,5064.631539452301,FDA4D0,MY-sen
"Spinal nucleus of the trigeminal, interpolar part",SPVI,3981.0,1948.0,5929.0,0.92271875,0.92325,1.84596875,4314.42408642937,2109.937720010831,3212.1809032201004,FDA5D2,MY-sen
"Spinal nucleus of the trigeminal, oral part",SPVO,766.0,932.0,1698.0,0.498703125,0.500953125,0.99965625,1535.983958392079,1860.4535104956176,1698.2187344438485,FFA4D0,MY-sen
Paratrigeminal nucleus,Pa5,336.0,166.0,502.0,0.05109375,0.051453125,0.102546875,6576.146788990825,3226.2374734284845,4901.192131209655,FDA3D1,MY-sen
"Medulla, motor related",MY-mot,49605.0,37536.0,87141.0,8.74534375,8.74478125,17.490125,5672.16125724046,4292.388674673823,4982.274965957142,FEB2D7,MY
Abducens nucleus,VI,104.0,75.0,179.0,0.01521875,0.015234375,0.0304531249999999,6833.675564681725,4923.076923076923,5878.376243879324,FDB1D9,MY-mot
Facial motor nucleus,VII,2412.0,2874.0,5286.0,0.458546875,0.458765625,0.9173125,5260.09472859236,6264.636763053029,5762.365745822695,FFB3D6,MY-mot
Accessory facial motor nucleus,ACVII,3.0,12.0,15.0,0.002765625,0.00275,0.005515625,1084.7457627118645,4363.636363636364,2724.1910631741143,FDB0D9,MY-mot
Nucleus ambiguus,AMB,213.0,172.0,385.0,0.02159375,0.021578125,0.043171875,9863.965267727932,7971.035481535119,8917.500374631525,FEB3D9,MY-mot
"Nucleus ambiguus, dorsal division",AMBd,43.0,20.0,63.0,0.010625,0.010609375,0.021234375,4047.0588235294113,1885.125184094256,2966.092003811834,FEB3D6,AMB
"Nucleus ambiguus, ventral division",AMBv,170.0,152.0,322.0,0.01096875,0.01096875,0.0219375,15498.5754985755,13857.54985754986,14678.06267806268,FEB3D8,AMB
Dorsal motor nucleus of the vagus nerve,DMX,1652.0,724.0,2376.0,0.087015625,0.08703125,0.174046875,18985.09606751661,8318.850987432674,13651.973527474642,FDB1D8,MY-mot
Gigantocellular reticular nucleus,GRN,3450.0,2894.0,6344.0,1.306625,1.31015625,2.61678125,2640.390318568832,2208.896839594514,2424.643579081673,FEB0D8,MY-mot
Infracerebellar nucleus,ICB,4.0,0.0,4.0,0.027125,0.02690625,0.05403125,147.46543778801845,0.0,73.73271889400922,FEB1D8,MY-mot
Inferior olivary complex,IO,3748.0,3521.0,7269.0,0.255203125,0.25446875,0.509671875,14686.340537561991,13836.66953211347,14261.50503483773,FFB3D8,MY-mot
Intermediate reticular nucleus,IRN,6606.0,3341.0,9947.0,1.387890625,1.38815625,2.776046875,4759.741063889671,2406.7895815042434,3583.265322696957,FFB2D8,MY-mot
Inferior salivatory nucleus,ISN,17.0,17.0,34.0,0.00359375,0.00359375,0.0071875,4730.434782608695,4730.434782608695,4730.434782608695,FFB2D9,MY-mot
Linear nucleus of the medulla,LIN,207.0,164.0,371.0,0.030859375,0.030828125,0.0616875,6707.848101265822,5319.817536746072,6013.832819005947,FFB1D8,MY-mot
Lateral reticular nucleus,LRN,5905.0,2198.0,8103.0,0.28496875,0.284796875,0.569765625,20721.570347625835,7717.781313436111,14219.675830530974,FDB3D8,MY-mot
"Lateral reticular nucleus, magnocellular part",LRNm,5779.0,2022.0,7801.0,0.2564375,0.256109375,0.512546875,22535.70558128199,7895.064364590325,15215.384972936155,FCB3D7,LRN
"Lateral reticular nucleus, parvicellular part",LRNp,126.0,176.0,302.0,0.02853125,0.0286875,0.05721875,4416.210295728368,6135.076252723311,5275.643274225839,FEB0D9,LRN
Magnocellular reticular nucleus,MARN,1457.0,1284.0,2741.0,0.26578125,0.267015625,0.5327968750000001,5481.951793062904,4808.707355608872,5145.329574335888,FDB2D9,MY-mot
Medullary reticular nucleus,MDRN,6763.0,2486.0,9249.0,1.016015625,1.015984375,2.032,6656.393694732795,2446.8880242375776,4551.640859485186,FDB2D8,MY-mot
"Medullary reticular nucleus, dorsal part",MDRNd,4175.0,1243.0,5418.0,0.546171875,0.54640625,1.092578125,7644.113860678015,2274.864169287961,4959.489014982988,FDB1D7,MDRN
"Medullary reticular nucleus, ventral part",MDRNv,2588.0,1243.0,3831.0,0.46984375,0.469578125,0.939421875,5508.214166943798,2647.0568662030414,4077.6355165734194,FFB1D6,MDRN
Parvicellular reticular nucleus,PARN,4686.0,4723.0,9409.0,1.12546875,1.121953125,2.247421875,4163.598500624739,4209.62328528654,4186.610892955639,FCB3D9,MY-mot
Parasolitary nucleus,PAS,39.0,52.0,91.0,0.014015625,0.013953125,0.02796875,2782.608695652174,3726.763717805151,3254.6862067286625,FFB2D6,MY-mot
Paragigantocellular reticular nucleus,PGRN,3871.0,3489.0,7360.0,0.47425,0.474515625,0.948765625,8162.361623616236,7352.761039217623,7757.5613314169295,FFB0D8,MY-mot
"Paragigantocellular reticular nucleus, dorsal part",PGRNd,387.0,409.0,796.0,0.119265625,0.1194375,0.238703125,3244.8578540547624,3424.385138670853,3334.621496362808,FCB3D8,PGRN
"Paragigantocellular reticular nucleus, lateral part",PGRNl,3484.0,3080.0,6564.0,0.354984375,0.355078125,0.7100625,9814.516484000176,8674.147414741474,9244.331949370826,FCB2D9,PGRN
Perihypoglossal nuclei,PHY,880.0,2381.0,3261.0,0.135,0.135953125,0.270953125,6518.518518518518,17513.389265601654,12015.953892060086,FEB2D9,MY-mot
Nucleus of Roller,NR,58.0,32.0,90.0,0.015125,0.015234375,0.030359375,3834.710743801653,2100.512820512821,2967.611782157237,FFB1D9,PHY
Nucleus prepositus,PRP,822.0,2349.0,3171.0,0.119875,0.12071875,0.24059375,6857.142857142858,19458.45198032617,13157.797418734512,FFB3D7,PHY
Parapyramidal nucleus,PPY,282.0,382.0,664.0,0.047359375,0.047296875,0.09465625,5954.470471791487,8076.643541460191,7015.557006625839,FCB2D8,MY-mot
Vestibular nuclei,VNC,5742.0,5824.0,11566.0,1.6041875,1.603921875,3.2081093750000003,3579.382085946936,3631.099550905496,3605.240818426216,FCB1D9,MY-mot
Lateral vestibular nucleus,LAV,85.0,34.0,119.0,0.143515625,0.14403125,0.287546875,592.2700054436581,236.0598828379258,414.16494414079193,FEB3D7,VNC
Medial vestibular nucleus,MV,3159.0,4384.0,7543.0,0.909296875,0.908359375,1.81765625,3474.112896296933,4826.28365012471,4150.198273210822,FFB0D7,VNC
Spinal vestibular nucleus,SPIV,2232.0,1302.0,3534.0,0.37425,0.374609375,0.7488593750000001,5963.927855711422,3475.620437956204,4719.774146833814,FEB1D9,VNC
Superior vestibular nucleus,SUV,266.0,104.0,370.0,0.177125,0.176921875,0.354046875,1501.7642907551165,587.8300803673937,1044.797185561255,FDB3D6,VNC
Nucleus x,x,251.0,225.0,476.0,0.028515625,0.028453125,0.05696875,8802.191780821919,7907.7429983525535,8354.967389587237,FFB0D9,MY-mot
Hypoglossal nucleus,XII,1257.0,689.0,1946.0,0.141640625,0.13971875,0.2813593749999999,8874.57253171539,4931.335271751286,6902.953901733338,FEB1D7,MY-mot
Nucleus y,y,56.0,9.0,65.0,0.011703125,0.01175,0.023453125,4785.046728971963,765.9574468085107,2775.502087890237,FDB2D7,MY-mot
"Medulla, behavioral state related",MY-sat,785.0,1019.0,1804.0,0.100828125,0.124921875,0.22575,7785.526111885944,8157.098186366479,7971.312149126212,FFC6E1,MY
Nucleus raphe magnus,RM,108.0,146.0,254.0,0.05384375,0.065796875,0.119640625,2005.8038305281484,2218.9503680835905,2112.3770993058697,FFC5E2,MY-sat
Nucleus raphe pallidus,RPA,642.0,842.0,1484.0,0.030328125,0.037421875,0.06775,21168.469860896443,22500.208768267225,21834.339314581837,FFC6E2,MY-sat
Nucleus raphe obscurus,RO,35.0,31.0,66.0,0.01665625,0.021703125,0.038359375,2101.313320825516,1428.3657307415406,1764.8395257835282,FEC6E2,MY-sat
Cerebellum,CB,164716.0,46193.0,210909.0,26.87484375,26.954421875,53.829265625000005,6129.003075599277,1713.744787931943,3921.37393176561,F0F080,grey
Cerebellar cortex,CBX,160456.0,43233.0,203689.0,25.571265625,25.6495,51.220765625,6274.8556271351945,1685.5299323573558,3980.192779746275,F0EF80,CB
Vermal regions,VERM,43296.0,18990.0,62286.0,10.09521875,10.172,20.26721875,4288.762935424257,1866.8895005898544,3077.826218007056,FFFA91,CBX
Lingula (I),LING,454.0,252.0,706.0,0.059890625,0.06121875,0.121109375,7580.48525958779,4116.385911179173,5848.435585383481,FEFA91,VERM
Central lobule,CENT,4008.0,2211.0,6219.0,2.027453125,2.047734375,4.0751875,1976.86444661945,1079.7298843996796,1528.2971655095648,FDFB91,VERM
Lobule II,CENT2,739.0,790.0,1529.0,0.66284375,0.6715,1.33434375,1114.893215784263,1176.470588235294,1145.6819020097785,FDFA91,CENT
Lobule III,CENT3,3269.0,1421.0,4690.0,1.364609375,1.376234375,2.74084375,2395.557336692048,1032.5276172526935,1714.0424769723709,FFFC8E,CENT
Culmen,CUL,7539.0,3841.0,11380.0,3.3536875,3.371953125,6.7256406250000005,2247.973312957752,1139.1024304348832,1693.5378716963178,FEFB8F,VERM
Lobules IV-V,"CUL4, 5",7539.0,3841.0,11380.0,3.3536875,3.371953125,6.7256406250000005,2247.973312957752,1139.1024304348832,1693.5378716963178,FCFB90,CUL
Declive (VI),DEC,4753.0,2213.0,6966.0,1.66121875,1.671640625,3.332859375,2861.1523918809607,1323.8491377295882,2092.5007648052742,FEFA90,VERM
Folium-tuber vermis (VII),FOTU,1608.0,245.0,1853.0,0.525640625,0.529578125,1.05521875,3059.1242828691184,462.63240197090846,1760.8783424200135,FDFB90,VERM
Pyramus (VIII),PYR,6083.0,1022.0,7105.0,0.621171875,0.62671875,1.247890625,9792.780782291537,1630.715532286213,5711.748157288875,FBFC91,VERM
Uvula (IX),UVU,11274.0,4231.0,15505.0,1.090515625,1.10084375,2.191359375,10338.22876219678,3843.4155619269313,7090.822162061856,FFFA8F,VERM
Nodulus (X),NOD,7577.0,4975.0,12552.0,0.755640625,0.7623125,1.517953125,10027.253365315028,6526.19496597524,8276.724165645133,FDFC8F,VERM
Hemispheric regions,HEM,117160.0,24243.0,141403.0,15.476046875,15.4775,30.953546875,7570.408706196168,1566.3382329187532,4568.37346955746,FEF990,CBX
Simple lobule,SIM,10869.0,4138.0,15007.0,2.8468125,2.84803125,5.69484375,3817.9542909833367,1452.9334957262145,2635.443893354776,FDFB8F,HEM
Ansiform lobule,AN,31522.0,4794.0,36316.0,5.40478125,5.403171875,10.807953125,5832.243441859927,887.2566172069069,3359.7500295334166,FCFC91,HEM
Crus 1,ANcr1,21175.0,2412.0,23587.0,2.848609375,2.84675,5.695359375000001,7433.451629358623,847.2819882321945,4140.366808795408,FCFC90,AN
Crus 2,ANcr2,10347.0,2382.0,12729.0,2.556171875,2.556421875,5.11259375,4047.849873162383,931.7710911858004,2489.810482174092,FCFA91,AN
Paramedian lobule,PRM,19526.0,6972.0,26498.0,2.441015625,2.441046875,4.8820625,7999.129460713714,2856.1516255192764,5427.640543116495,FFFB8E,HEM
Copula pyramidis,COPY,7854.0,3219.0,11073.0,1.25378125,1.25290625,2.5066875,6264.250641808529,2569.22654827526,4416.738595041894,FFF990,HEM
Paraflocculus,PFL,37758.0,2716.0,40474.0,2.86209375,2.864359375,5.726453125,13192.439975105635,948.2050414850617,7070.322508295349,FFFC8D,HEM
Flocculus,FL,9631.0,2404.0,12035.0,0.6675625,0.667984375,1.335546875,14427.113566145494,3598.886575752614,9013.000070949054,FEF991,HEM
Cerebellar nuclei,CBN,251.0,1015.0,1266.0,0.892046875,0.89165625,1.7837031250000002,281.37534812842654,1138.3310552693372,709.8532016988819,F0F07F,CB
Fastigial nucleus,FN,159.0,94.0,253.0,0.25065625,0.2503125,0.50096875,634.3348709637202,375.5305867665418,504.93272886513097,FFFCBC,CBN
Interposed nucleus,IP,46.0,566.0,612.0,0.430734375,0.430734375,0.86146875,106.79435557006566,1314.0348967968948,710.4146261834802,FFFDBC,CBN
Dentate nucleus,DN,29.0,9.0,38.0,0.168,0.16809375,0.3360937499999999,172.61904761904762,53.541550474065815,113.08029904655672,FFFDBB,CBN
Vestibulocerebellar nucleus,VeCB,17.0,346.0,363.0,0.04265625,0.042515625,0.085171875,398.53479853479854,8138.184490995957,4268.359644765378,FEFDBC,CBN
fiber tracts,fiber tracts,185407.0,113982.0,299389.0,23.43646875,23.49321875,46.9296875,7911.046752723787,4851.697896866516,6381.372324795151,CAC7CB,root
cranial nerves,cm,72935.0,47579.0,120514.0,6.16371875,6.183671875,12.347390625,11832.953928989702,7694.295713256939,9763.62482112332,C8CAC9,fiber tracts
vomeronasal nerve,von,70.0,246.0,316.0,0.006796875,0.006671875,0.01346875,10298.850574712644,36871.19437939111,23585.02247705188,CAC8C9,cm
olfactory nerve,In,47553.0,29632.0,77185.0,2.976546875,2.9885,5.9650468750000005,15975.894886587332,9915.34214488874,12945.618515738037,CCCBC7,cm
olfactory nerve layer of main olfactory bulb,onl,36688.0,21564.0,58252.0,2.066203125,2.076671875,4.142875,17756.240689065846,10383.922592489484,14070.081640777666,C7CBCA,In
"lateral olfactory tract, general",lotg,7418.0,5687.0,13105.0,0.530796875,0.5313125,1.062109375,13975.21415324836,10703.681919774144,12339.448036511252,CCCCCB,In
"lateral olfactory tract, body",lot,5544.0,4634.0,10178.0,0.452328125,0.45278125,0.905109375,12256.589174064731,10234.52274139002,11245.555957727374,CAC8C7,lotg
dorsal limb,lotd,1874.0,1053.0,2927.0,0.07846875,0.07853125,0.157,23882.1186778176,13408.674890569042,18645.396784193323,CACAC9,lotg
"anterior commissure, olfactory limb",aco,3447.0,2381.0,5828.0,0.379546875,0.380515625,0.7600625000000001,9081.88217858466,6257.298895413296,7669.590536998978,CBCBC7,In
optic nerve,IIn,6891.0,3452.0,10343.0,0.649859375,0.653859375,1.30371875,10603.832559928833,5279.422658733003,7941.627609330918,CBCCC7,cm
brachium of the superior colliculus,bsc,495.0,187.0,682.0,0.099453125,0.09996875,0.199421875,4977.219167321288,1870.584557674273,3423.9018624977807,C7CBCB,IIn
superior colliculus commissure,csc,56.0,56.0,112.0,0.013265625,0.014125,0.027390625,4221.436984687868,3964.601769911504,4093.0193772996863,C9CBCB,IIn
optic chiasm,och,2308.0,1702.0,4010.0,0.1520625,0.154703125,0.306765625,15177.96958487464,11001.716998283002,13089.843291578822,CBCACC,IIn
optic tract,opt,3841.0,1412.0,5253.0,0.349609375,0.34959375,0.6992031249999999,10986.54748603352,4038.9738088853137,7512.760647459417,CACCCB,IIn
oculomotor nerve,IIIn,460.0,559.0,1019.0,0.1029375,0.105359375,0.208296875,4468.731026108076,5305.650304018983,4887.190665063529,C7CCCC,cm
medial longitudinal fascicle,mlf,259.0,401.0,660.0,0.07340625,0.07428125,0.1476875,3528.309919114517,5398.40134623475,4463.355632674634,CBCBCC,IIIn
posterior commissure,pc,190.0,154.0,344.0,0.025453125,0.027015625,0.05246875,7464.702271332106,5700.404858299595,6582.55356481585,CCCACA,IIIn
trochlear nerve,IVn,22.0,32.0,54.0,0.00346875,0.00353125,0.007,6342.342342342342,9061.946902654869,7702.144622498605,C8C9C8,cm
trigeminal nerve,Vn,10054.0,6121.0,16175.0,1.190859375,1.193390625,2.38425,8442.642524437446,5129.083362792464,6785.862943614955,CBC7CB,cm
motor root of the trigeminal nerve,moV,489.0,143.0,632.0,0.029859375,0.029765625,0.059625,16376.766091051804,4804.199475065617,10590.482783058713,CCCBCA,Vn
sensory root of the trigeminal nerve,sV,9565.0,5978.0,15543.0,1.161,1.163625,2.324625,8238.587424633935,5137.393919862499,6687.990672248217,CACACB,Vn
spinal tract of the trigeminal nerve,sptV,4526.0,3448.0,7974.0,0.813609375,0.815421875,1.62903125,5562.866086689328,4228.48602142296,4895.6760540561445,C8CACA,sV
facial nerve,VIIn,260.0,168.0,428.0,0.053828125,0.05403125,0.107859375,4830.188679245283,3109.3117408906883,3969.750210067986,CCCCC7,cm
genu of the facial nerve,gVIIn,176.0,91.0,267.0,0.01440625,0.014421875,0.028828125,12216.919739696312,6309.859154929577,9263.389447312944,C9CCC7,VIIn
vestibulocochlear nerve,VIIIn,5442.0,4313.0,9755.0,0.831171875,0.83034375,1.661515625,6547.382272769997,5194.234315607241,5870.808294188619,C9C7CA,cm
vestibular nerve,vVIIIn,280.0,111.0,391.0,0.125125,0.125234375,0.250359375,2237.762237762238,886.3381160324391,1562.0501768973386,C9CACB,VIIIn
cochlear nerve,cVIIIn,5162.0,4202.0,9364.0,0.706046875,0.705109375,1.41115625,7311.129307101601,5959.359141977086,6635.244224539343,CAC9C8,VIIIn
trapezoid body,tb,1566.0,2520.0,4086.0,0.149625,0.15096875,0.30059375,10466.165413533834,16692.196232664042,13579.180823098935,CCC7CB,cVIIIn
dorsal acoustic stria,das,7.0,7.0,14.0,0.00603125,0.006046875,0.012078125,1160.6217616580311,1157.6227390180875,1159.1222503380593,CCCBC8,cVIIIn
lateral lemniscus,ll,1915.0,1360.0,3275.0,0.416703125,0.416953125,0.83365625,4595.597885185046,3261.757541690088,3928.677713437567,C9C9CB,cVIIIn
inferior colliculus commissure,cic,27.0,16.0,43.0,0.008953125,0.009046875,0.018,3015.706806282723,1768.5664939550952,2392.136650118909,CBC9C9,cVIIIn
brachium of the inferior colliculus,bic,1647.0,299.0,1946.0,0.124734375,0.12209375,0.246828125,13204.058624577228,2448.937803941644,7826.498214259436,C9C8C8,cVIIIn
vagus nerve,Xn,7.0,5.0,12.0,0.0046875,0.004671875,0.009359375,1493.3333333333337,1070.234113712375,1281.7837235228544,C7C9CB,cm
solitary tract,ts,7.0,5.0,12.0,0.0046875,0.004671875,0.009359375,1493.3333333333337,1070.234113712375,1281.7837235228544,C8CAC7,Xn
dorsal roots,drt,2176.0,3051.0,5227.0,0.3435625,0.3433125,0.686875,6333.636529015827,8886.947023484434,7610.291776250131,CAC8CA,cm
cervicothalamic tract,cett,2176.0,3051.0,5227.0,0.3435625,0.3433125,0.686875,6333.636529015827,8886.947023484434,7610.291776250131,CCC7CA,drt
dorsal column,dc,206.0,11.0,217.0,0.0111875,0.011109375,0.022296875,18413.40782122905,990.154711673699,9701.781266451377,CCC8CB,cett
cuneate fascicle,cuf,206.0,11.0,217.0,0.0111875,0.011109375,0.022296875,18413.40782122905,990.154711673699,9701.781266451377,CAC9CC,dc
medial lemniscus,ml,1970.0,3040.0,5010.0,0.332375,0.332203125,0.664578125,5927.04024069199,9151.027703306523,7539.033971999257,CACCC8,cett
cerebellum related fiber tracts,cbf,17016.0,8166.0,25182.0,4.89825,4.909875,9.808125,3473.8937375593323,1663.178797830902,2568.536267695117,C9CAC8,fiber tracts
cerebellar commissure,cbc,10.0,29.0,39.0,0.0344375,0.03396875,0.06840625,290.3811252268602,853.7258509659614,572.0534880964108,CBC8CA,cbf
cerebellar peduncles,cbp,9094.0,5552.0,14646.0,1.408359375,1.41009375,2.818453125,6457.1587063848665,3937.3268621323937,5197.24278425863,CAC8CB,cbf
superior cerebelar peduncles,scp,1203.0,1069.0,2272.0,0.426625,0.430109375,0.856734375,2819.8066217404044,2485.4143204853417,2652.610471112873,CBC9CB,cbp
superior cerebellar peduncle decussation,dscp,29.0,37.0,66.0,0.022609375,0.024328125,0.0469375,1282.6537664132688,1520.8734746307002,1401.7636205219846,CCC7CC,scp
uncinate fascicle,uf,90.0,52.0,142.0,0.042390625,0.04246875,0.084859375,2123.110947290822,1224.429727740986,1673.770337515904,CBC9C8,scp
ventral spinocerebellar tract,sctv,568.0,591.0,1159.0,0.142484375,0.142875,0.2853593749999999,3986.402017765106,4136.482939632546,4061.4424786988257,CBC7CC,scp
middle cerebellar peduncle,mcp,6745.0,3491.0,10236.0,0.54659375,0.54575,1.09234375,12340.06060259562,6396.701786532296,9368.381194563955,CCCCCA,cbp
inferior cerebellar peduncle,icp,1146.0,992.0,2138.0,0.435140625,0.434234375,0.869375,2633.631369169449,2284.4805872404736,2459.0559782049613,C9C9C8,cbp
dorsal spinocerebellar tract,sctd,0.0,24.0,24.0,0.07328125,0.07353125,0.1468125,0.0,326.3918402039949,163.19592010199744,C9CACA,icp
arbor vitae,arb,7912.0,2585.0,10497.0,3.455453125,3.4658125,6.921265625,2289.7141746062607,745.8568517483274,1517.785513177294,CBC9CC,cbf
supra-callosal cerebral white matter,scwm,5005.0,2773.0,7778.0,0.533921875,0.538359375,1.07228125,9374.030610751808,5150.834421709476,7262.432516230642,C9C9CA,fiber tracts
lateral forebrain bundle system,lfbs,51552.0,29541.0,81093.0,6.926859375,6.942875,13.869734375,7442.333849891387,4254.865599625516,5848.599724758451,C7CCCA,fiber tracts
corpus callosum,cc,24633.0,14995.0,39628.0,3.89753125,3.907078125,7.804609375,6320.154585033795,3837.906363850864,5079.03047444233,C7C9CA,lfbs
"corpus callosum, anterior forceps",fa,5883.0,3093.0,8976.0,0.866140625,0.864375,1.730515625,6792.199592300615,3578.3080260303686,5185.253809165492,CAC7CC,cc
external capsule,ec,3885.0,2078.0,5963.0,0.439015625,0.436546875,0.8755625,8849.343346264724,4760.084469737642,6804.713908001184,C8CBCC,fa
"corpus callosum, extreme capsule",ee,661.0,554.0,1215.0,0.04671875,0.04675,0.09346875,14148.494983277593,11850.267379679144,12999.38118147837,C9C8CA,cc
genu of corpus callosum,ccg,1969.0,1135.0,3104.0,0.41365625,0.416328125,0.829984375,4759.990934501775,2726.215049727904,3743.1029921148393,CCC7C9,cc
"corpus callosum, posterior forceps",fp,2623.0,1360.0,3983.0,0.681484375,0.68109375,1.3625781250000002,3848.951048951049,1996.78825418674,2922.8696515688944,C8C9CA,cc
"corpus callosum, body",ccb,11945.0,7483.0,19428.0,1.517390625,1.52390625,3.041296875,7872.066561634385,4910.407054239721,6391.2368079370535,C9C7C9,cc
"corpus callosum, splenium",ccs,1552.0,1370.0,2922.0,0.372140625,0.374625,0.746765625,4170.466473527313,3656.9903236569903,3913.7283985921513,C7CACC,cc
corticospinal tract,cst,14119.0,8483.0,22602.0,1.846421875,1.84884375,3.695265625,7646.681503922282,4588.273076077954,6117.477290000118,C8C7CC,lfbs
internal capsule,int,3142.0,1257.0,4399.0,1.04996875,1.0495,2.09946875,2992.470013988512,1197.713196760362,2095.091605374437,CCCCCC,cst
cerebal peduncle,cpd,6490.0,1622.0,8112.0,0.440984375,0.441328125,0.8823125,14717.074726287072,3675.269959284829,9196.17234278595,CCCAC7,cst
pyramid,py,4103.0,4574.0,8677.0,0.280203125,0.2803125,0.5605156250000001,14642.948753694309,16317.502787068004,15480.225770381156,C7C9C9,cst
pyramidal decussation,pyd,107.0,93.0,200.0,0.033265625,0.035671875,0.0689375,3216.53358384218,2607.095926412615,2911.8147551273973,C9C7CC,cst
thalamus related,lfbst,12800.0,6063.0,18863.0,1.18290625,1.186953125,2.369859375,10820.806805273029,5108.036595800698,7964.421700536863,C7CBCC,lfbs
external medullary lamina of the thalamus,em,75.0,33.0,108.0,0.055,0.055609375,0.110609375,1363.6363636363635,593.4251194155661,978.5307415259648,C7CACA,lfbst
optic radiation,or,10978.0,5253.0,16231.0,0.922203125,0.92809375,1.850296875,11904.101929821589,5659.988551803091,8782.04524081234,CBC9C7,lfbst
auditory radiation,ar,1747.0,777.0,2524.0,0.205703125,0.20325,0.408953125,8492.82187618686,3822.878228782288,6157.850052484573,CCC8CA,lfbst
extrapyramidal fiber systems,eps,3185.0,2838.0,6023.0,0.612609375,0.61603125,1.2286406250000002,5199.07159435815,4606.909146248669,4902.990370303409,CACBC7,fiber tracts
cerebral nuclei related,epsc,351.0,204.0,555.0,0.0560625,0.0563125,0.112375,6260.869565217391,3622.641509433962,4941.755537325676,C8CACB,eps
nigrostriatal tract,nst,351.0,204.0,555.0,0.0560625,0.0563125,0.112375,6260.869565217391,3622.641509433962,4941.755537325676,CCCACB,epsc
tectospinal pathway,tsp,553.0,684.0,1237.0,0.25309375,0.256890625,0.5099843749999999,2184.9611063094208,2662.61176327474,2423.7864347920804,C8CBC9,eps
doral tegmental decussation,dtd,11.0,11.0,22.0,0.003390625,0.0035625,0.006953125,3244.2396313364056,3087.719298245614,3165.97946479101,CACAC7,tsp
crossed tectospinal pathway,tspc,542.0,673.0,1215.0,0.249703125,0.2533125,0.503015625,2170.5775608535137,2656.7974339995067,2413.68749742651,C8C8CC,tsp
rubrospinal tract,rust,2281.0,1950.0,4231.0,0.303453125,0.302828125,0.60628125,7516.811698676691,6439.296217945411,6978.053958311051,C8C8CB,eps
ventral tegmental decussation,vtd,100.0,100.0,200.0,0.01821875,0.01896875,0.0371875,5488.85077186964,5271.82866556837,5380.339718719005,CACBC9,rust
medial forebrain bundle system,mfbs,26749.0,18484.0,45233.0,3.52459375,3.52559375,7.0501875,7589.243441176731,5242.804846701353,6416.024143939042,CBCAC7,fiber tracts
cerebrum related,mfbc,23333.0,16348.0,39681.0,3.113984375,3.11459375,6.228578125,7492.972728869265,5248.838632646713,6370.905680757989,C9CBC7,mfbs
amygdalar capsule,amc,1037.0,792.0,1829.0,0.0835,0.080890625,0.164390625,12419.161676646703,9790.99864786556,11105.08016225613,C8C9CB,mfbc
"anterior commissure, temporal limb",act,831.0,1043.0,1874.0,0.106015625,0.10659375,0.212609375,7838.467207074429,9784.813837584286,8811.640522329359,C9C9C9,mfbc
cingulum bundle,cing,6812.0,4686.0,11498.0,0.631234375,0.633171875,1.26440625,10791.554246392236,7400.834094218098,9096.194170305169,CACCC7,mfbc
fornix system,fxs,13730.0,9527.0,23257.0,2.12225,2.1231875,4.2454375,6469.548827894922,4487.12136822584,5478.335098060381,CCC9C7,mfbc
alveus,alv,4519.0,2734.0,7253.0,0.6995625,0.696984375,1.396546875,6459.751630483338,3922.613042795974,5191.182336639656,C7C8CC,fxs
dorsal fornix,df,183.0,77.0,260.0,0.018421875,0.019,0.037421875,9933.84223918575,4052.631578947368,6993.236909066559,CBC8CC,fxs
fimbria,fi,6642.0,4543.0,11185.0,0.75725,0.757359375,1.514609375,8771.211620997028,5998.473313940294,7384.842467468661,CBC8CB,fxs
postcommissural fornix,fxpo,1424.0,1548.0,2972.0,0.1384375,0.13875,0.2771875,10286.230248306998,11156.756756756757,10721.493502531875,C8C8C9,fxs
medial corticohypothalamic tract,mct,83.0,114.0,197.0,0.00415625,0.004,0.00815625,19969.92481203008,28500.0,24234.96240601504,CCC8CC,fxpo
columns of the fornix,fx,1341.0,1434.0,2775.0,0.13428125,0.13475,0.26903125,9986.502210844776,10641.929499072356,10314.215854958566,C7C8CA,fxpo
hippocampal commissures,hc,962.0,625.0,1587.0,0.508578125,0.51109375,1.019671875,1891.5481274386311,1222.8676245796391,1557.2078760091351,C9C9CC,fxs
